collision_id,q_value,retain_fraction,bh_probability
1,1.0,0.4625,0.1
2,1.0,0.4625,0.1
3,1.0,0.4625,0.1
4,0.626856435644,0.65026193056,0.0813428217822
5,0.420739304998,0.656227274468,0.14103696525
6,1.0,0.4625,0.1
7,0.719906879982,0.463494549224,0.15
8,0.74322145323,0.648639125707,0.15
9,1.0,0.6475,0.15
10,0.78031615811,0.370456796973,0.15
11,0.681328467567,0.371077711854,0.15
12,0.462345960749,0.654596837637,0.103117298037
13,0.626856435644,0.65026193056,0.0813428217822
14,1.0,0.4625,0.1
15,0.482995444994,0.467057643718,0.10414977225
16,0.53569539926,0.652299048192,0.106784769963
17,0.534768833511,0.465945743352,0.106738441676
18,1.0,0.4625,0.1
19,0.520745925415,1.0,1.0
